candidate_image_id,candidate_path,layer,absolute_frobenius,relative_frobenius
style-baseline-025-b09b9f6f4d,outputs/transformations/style/style-baseline-025.png,aggregate,0.08676053781917319,0.07952104914980748
style-baseline-050-cf0f55cb68,outputs/transformations/style/style-baseline-050.png,relu1_1,0.01967536202847107,0.13171813437475474
style-baseline-050-cf0f55cb68,outputs/transformations/style/style-baseline-050.png,relu2_1,0.0782112789038791,0.14699348262039072
style-baseline-050-cf0f55cb68,outputs/transformations/style/style-baseline-050.png,relu3_1,0.351588035446372,0.19622997793227703
style-baseline-050-cf0f55cb68,outputs/transformations/style/style-baseline-050.png,relu4_1,0.3245277004522314,0.14994846757376024
style-baseline-050-cf0f55cb68,outputs/transformations/style/style-baseline-050.png,relu5_1,0.09318984606858033,0.15953356846944522
style-baseline-050-cf0f55cb68,outputs/transformations/style/style-baseline-050.png,aggregate,0.1734384445799068,0.15688472619412558
style-baseline-075-d6ba608a2a,outputs/transformations/style/style-baseline-075.png,relu1_1,0.029028257307142716,0.19433176838699825
style-baseline-075-d6ba608a2a,outputs/transformations/style/style-baseline-075.png,relu2_1,0.11656128801927901,0.21907006131084308
style-baseline-075-d6ba608a2a,outputs/transformations/style/style-baseline-075.png,relu3_1,0.5350574982854204,0.2986288226439442
style-baseline-075-d6ba608a2a,outputs/transformations/style/style-baseline-075.png,relu4_1,0.467751100017212,0.21612503510727454
style-baseline-075-d6ba608a2a,outputs/transformations/style/style-baseline-075.png,relu5_1,0.12955146878018806,0.22178176042646813
style-baseline-075-d6ba608a2a,outputs/transformations/style/style-baseline-075.png,aggregate,0.2555899224818484,0.22998748957510565
style-baseline-100-65957c81fc,outputs/transformations/style/style-baseline-100.png,relu1_1,0.03812081603640768,0.2552025605370291
style-baseline-100-65957c81fc,outputs/transformations/style/style-baseline-100.png,relu2_1,0.15544690536652356,0.2921532840611088
style-baseline-100-65957c81fc,outputs/transformations/style/style-baseline-100.png,relu3_1,0.7218767018994319,0.40289724052671017
style-baseline-100-65957c81fc,outputs/transformations/style/style-baseline-100.png,relu4_1,0.6069853289909033,0.28045840091649665
style-baseline-100-65957c81fc,outputs/transformations/style/style-baseline-100.png,relu5_1,0.1646265929118071,0.28182756963520933
style-baseline-100-65957c81fc,outputs/transformations/style/style-baseline-100.png,aggregate,0.3374112690410147,0.30250781113531083
topology-original-d3bb192d6f,outputs/transformations/topology/topology-original.png,relu1_1,0.0,0.0
topology-original-d3bb192d6f,outputs/transformations/topology/topology-original.png,relu2_1,0.0,0.0
topology-original-d3bb192d6f,outputs/transformations/topology/topology-original.png,relu3_1,0.0,0.0
topology-original-d3bb192d6f,outputs/transformations/topology/topology-original.png,relu4_1,0.0,0.0
topology-original-d3bb192d6f,outputs/transformations/topology/topology-original.png,relu5_1,0.0,0.0
topology-original-d3bb192d6f,outputs/transformations/topology/topology-original.png,aggregate,0.0,0.0
topology-mirror-deletion-35ba0b3128,outputs/transformations/topology/topology-mirror-deletion.png,relu1_1,0.00018439300719143309,0.0012344323252533138
topology-mirror-deletion-35ba0b3128,outputs/transformations/topology/topology-mirror-deletion.png,relu2_1,0.0024402065810232728,0.004586224246488022
topology-mirror-deletion-35ba0b3128,outputs/transformations/topology/topology-mirror-deletion.png,relu3_1,0.015174976489358727,0.008469529680807041
topology-mirror-deletion-35ba0b3128,outputs/transformations/topology/topology-mirror-deletion.png,relu4_1,0.04418651913178422,0.02041644156106467
topology-mirror-deletion-35ba0b3128,outputs/transformations/topology/topology-mirror-deletion.png,relu5_1,0.043679614286794545,0.0747760086588525
topology-mirror-deletion-35ba0b3128,outputs/transformations/topology/topology-mirror-deletion.png,aggregate,0.02113314189923044,0.021896527294493113
topology-matched-control-4dd39543b0,outputs/transformations/topology/topology-matched-control.png,relu1_1,0.0013282968668225507,0.008892379461202434
topology-matched-control-4dd39543b0,outputs/transformations/topology/topology-matched-control.png,relu2_1,0.005599437220839136,0.010523811774219221
topology-matched-control-4dd39543b0,outputs/transformations/topology/topology-matched-control.png,relu3_1,0.025251617021519315,0.014093551973678738
topology-matched-control-4dd39543b0,outputs/transformations/topology/topology-matched-control.png,relu4_1,0.04401644724919401,0.02033785961525157
topology-matched-control-4dd39543b0,outputs/transformations/topology/topology-matched-control.png,relu5_1,0.04137498841472838,0.07083067335818949
topology-matched-control-4dd39543b0,outputs/transformations/topology/topology-matched-control.png,aggregate,0.023514157354620677,0.024935655236508293
topology-sham-warp-f858a1db09,outputs/transformations/topology/topology-sham-warp.png,relu1_1,0.001275017039221816,0.008535693801176351
topology-sham-warp-f858a1db09,outputs/transformations/topology/topology-sham-warp.png,relu2_1,0.02051668289814151,0.038559894599376685
topology-sham-warp-f858a1db09,outputs/transformations/topology/topology-sham-warp.png,relu3_1,0.0777948602132311,0.04341923547968799
topology-sham-warp-f858a1db09,outputs/transformations/topology/topology-sham-warp.png,relu4_1,0.093587171345972,0.04324208043977756
topology-sham-warp-f858a1db09,outputs/transformations/topology/topology-sham-warp.png,relu5_1,0.02848807028665834,0.04876929948241745
topology-sham-warp-f858a1db09,outputs/transformations/topology/topology-sham-warp.png,aggregate,0.04433236035664495,0.03650524076048721
combined-geometry-style-100-27ede2c6e0,outputs/transformations/combined-geometry-style-100.png,relu1_1,0.03742227128604293,0.25052610217442417
combined-geometry-style-100-27ede2c6e0,outputs/transformations/combined-geometry-style-100.png,relu2_1,0.15212463212619806,0.2859092675885978
combined-geometry-style-100-27ede2c6e0,outputs/transformations/combined-geometry-style-100.png,relu3_1,0.687270546318767,0.3835826892300674
combined-geometry-style-100-27ede2c6e0,outputs/transformations/combined-geometry-style-100.png,relu4_1,0.6648445073626877,0.30719231336784064
combined-geometry-style-100-27ede2c6e0,outputs/transformations/combined-geometry-style-100.png,relu5_1,0.2206571343046751,0.37774737837811656
combined-geometry-style-100-27ede2c6e0,outputs/transformations/combined-geometry-style-100.png,aggregate,0.35246381827967416,0.32099155014780933
neural-style-strength-0p25-c158f8ad52,outputs/neural-style-transfer/neural-style-strength-0p25.png,relu1_1,0.05906135405589292,0.39539050710385293
neural-style-strength-0p25-c158f8ad52,outputs/neural-style-transfer/neural-style-strength-0p25.png,relu2_1,0.4440395387921465,0.8345461056636987
neural-style-strength-0p25-c158f8ad52,outputs/neural-style-transfer/neural-style-strength-0p25.png,relu3_1,1.0379958019059004,0.5793311283849402
neural-style-strength-0p25-c158f8ad52,outputs/neural-style-transfer/neural-style-strength-0p25.png,relu4_1,0.7831284421883811,0.36184556713012755
neural-style-strength-0p25-c158f8ad52,outputs/neural-style-transfer/neural-style-strength-0p25.png,relu5_1,0.20076045646975102,0.34368585612432506
neural-style-strength-0p25-c158f8ad52,outputs/neural-style-transfer/neural-style-strength-0p25.png,aggregate,0.5049971186824144,0.5029598328813889
neural-style-strength-0p5-c4a4c516d7,outputs/neural-style-transfer/neural-style-strength-0p5.png,relu1_1,0.06283827516312647,0.42067537867091986
neural-style-strength-0p5-c4a4c516d7,outputs/neural-style-transfer/neural-style-strength-0p5.png,relu2_1,0.43757829182493224,0.822402573335727
neural-style-strength-0p5-c4a4c516d7,outputs/neural-style-transfer/neural-style-strength-0p5.png,relu3_1,1.0449444076935257,0.5832093171254492
neural-style-strength-0p5-c4a4c516d7,outputs/neural-style-transfer/neural-style-strength-0p5.png,relu4_1,0.8986287405886428,0.41521263787723794
neural-style-strength-0p5-c4a4c516d7,outputs/neural-style-transfer/neural-style-strength-0p5.png,relu5_1,0.23952665485784647,0.4100504894589055
neural-style-strength-0p5-c4a4c516d7,outputs/neural-style-transfer/neural-style-strength-0p5.png,aggregate,0.5367032740256147,0.5303100792936479
neural-style-strength-1-4c716da10d,outputs/neural-style-transfer/neural-style-strength-1.png,relu1_1,0.06472255732267738,0.43328984189312303
neural-style-strength-1-4c716da10d,outputs/neural-style-transfer/neural-style-strength-1.png,relu2_1,0.43437397296204877,0.8163802451538759
neural-style-strength-1-4c716da10d,outputs/neural-style-transfer/neural-style-strength-1.png,relu3_1,1.0498317897911331,0.5859370859471115
neural-style-strength-1-4c716da10d,outputs/neural-style-transfer/neural-style-strength-1.png,relu4_1,1.0228884344402935,0.4726269992654185
neural-style-strength-1-4c716da10d,outputs/neural-style-transfer/neural-style-strength-1.png,relu5_1,0.27237575665117947,0.4662855263345952
neural-style-strength-1-4c716da10d,outputs/neural-style-transfer/neural-style-strength-1.png,aggregate,0.5688385022334664,0.5549039397188248
neural-style-strength-1-e731e19ea5,outputs/neural-style-transfer-combined/neural-style-strength-1.png,relu1_1,0.06444813857519746,0.4314527257372318
neural-style-strength-1-e731e19ea5,outputs/neural-style-transfer-combined/neural-style-strength-1.png,relu2_1,0.43218897441392046,0.8122736693426734
neural-style-strength-1-e731e19ea5,outputs/neural-style-transfer-combined/neural-style-strength-1.png,relu3_1,1.041376729069523,0.5812181074508405
neural-style-strength-1-e731e19ea5,outputs/neural-style-transfer-combined/neural-style-strength-1.png,relu4_1,1.0674170529142568,0.49320150829513454
neural-style-strength-1-e731e19ea5,outputs/neural-style-transfer-combined/neural-style-strength-1.png,relu5_1,0.30362087146853567,0.5197746657026554
neural-style-strength-1-e731e19ea5,outputs/neural-style-transfer-combined/neural-style-strength-1.png,aggregate,0.5818103532882867,0.5675841353057072
entering-las-meninas-final-6b697a5de5,outputs/artwork/entering-las-meninas-final.png,relu1_1,0.06262654972875659,0.41925796743474897
entering-las-meninas-final-6b697a5de5,outputs/artwork/entering-las-meninas-final.png,relu2_1,0.21864762294999307,0.4109353026126707
entering-las-meninas-final-6b697a5de5,outputs/artwork/entering-las-meninas-final.png,relu3_1,0.6945211852337119,0.3876294501287088
entering-las-meninas-final-6b697a5de5,outputs/artwork/entering-las-meninas-final.png,relu4_1,1.1064791008353891,0.5112501809289479
entering-las-meninas-final-6b697a5de5,outputs/artwork/entering-las-meninas-final.png,relu5_1,0.33767271526625786,0.5780687007632664
entering-las-meninas-final-6b697a5de5,outputs/artwork/entering-las-meninas-final.png,aggregate,0.4839894348028217,0.46142832037366854
picasso-fd3932138d,pics/picasso.png,relu1_1,0.22719480246261953,1.5209720398899638
picasso-fd3932138d,pics/picasso.png,relu2_1,1.0901305008545714,2.04883593616031
picasso-fd3932138d,pics/picasso.png,relu3_1,2.627162892583707,1.4662845844048404
picasso-fd3932138d,pics/picasso.png,relu4_1,2.2962866931763144,1.0610024052553513
picasso-fd3932138d,pics/picasso.png,relu5_1,0.5846889044960759,1.0009406744819045
picasso-fd3932138d,pics/picasso.png,aggregate,1.3650927587146575,1.4196071280384739
